Accelerate,Declaration,,vDSP_biquad(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_biquadD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_biquad_CreateSetup(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_biquad_CreateSetupD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_blkman_window(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_blkman_windowD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_conv(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_convD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_create_fftsetup(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_create_fftsetupD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	FFTSetupD",,vDSP_create_fftsetupD,(,vDSP_Length,"__vDSP_log2n,",FFTRadix,__vDSP_radix);,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"To	FFTSetupD",,vDSP_create_fftsetupD,(,vDSP_Length,"__vDSP_Log2n,",FFTRadix,__vDSP_Radix);,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_ctoz(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_ctozD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_deq22(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_deq22D(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_desamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_desampD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_distancesq(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_dotpr(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_dotprD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_f3x3(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_f3x3D(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_f5x5(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_f5x5,(,float,"*__vDSP_signal,",vDSP_Length,"__vDSP_rows,",vDSP_Length,"__vDSP_cols,",float,"*__vDSP_filter,",float,*__vDSP_result);,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_f5x5D(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zip(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zipD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zipt(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_ziptD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zop(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zopD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zopt(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zoptD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zrip(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zripD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zript(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zriptD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zrop(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zropD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,vDSP_fft2d_zropt(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft2d_zroptD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft2d_zroptD,(,FFTSetupD,"__vDSP_setup,",DSPDoubleSplitComplex,"*__vDSP_ioData,",vDSP_Stride,"__vDSP_Kr,",vDSP_Stride,"__vDSP_Kc,",DSPDoubleSplitComplex,"*__vDSP_ioData2,",vDSP_Stride,"__vDSP_Ir,",vDSP_Stride,"__vDSP_Ic,",DSPDoubleSplitComplex,"*__vDSP_temp,",vDSP_Length,"__vDSP_log2nc,",vDSP_Length,"__vDSP_log2nr,",FFTDirection,__vDSP_flag);,,,,
Accelerate,"To	void",,vDSP_fft2d_zroptD,(,FFTSetupD,"__vDSP_Setup,",const,DSPDoubleSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA0,",vDSP_Stride,"__vDSP_IA1,",const,DSPDoubleSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC0,",vDSP_Stride,"__vDSP_IC1,",const,DSPDoubleSplitComplex,"*__vDSP_Buffer,",vDSP_Length,"__vDSP_Log2N0,",vDSP_Length,"__vDSP_Log2N1,",FFTDirection,__vDSP_Direction);,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft3_zop(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft3_zop,(,FFTSetup,"__vDSP_setup,",DSPSplitComplex,"*__vDSP_signal,",vDSP_Stride,"__vDSP_signalStride,",DSPSplitComplex,"*__vDSP_result,",vDSP_Stride,"__vDSP_resultStride,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_flag);,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft3_zop,(,FFTSetup,"__vDSP_Setup,",const,DSPSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA,",const,DSPSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft3_zopD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft3_zopD,(,FFTSetupD,"__vDSP_setup,",DSPDoubleSplitComplex,"*__vDSP_ioData,",vDSP_Stride,"__vDSP_K,",DSPDoubleSplitComplex,"*__vDSP_ioData2,",vDSP_Stride,"__vDSP_L,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_flag);,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft3_zopD,(,FFTSetupD,"__vDSP_Setup,",const,DSPDoubleSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA,",const,DSPDoubleSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft5_zop(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft5_zop,(,FFTSetup,"__vDSP_setup,",DSPSplitComplex,"*__vDSP_signal,",vDSP_Stride,"__vDSP_signalStride,",DSPSplitComplex,"*__vDSP_result,",vDSP_Stride,"__vDSP_resultStride,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_flag);,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft5_zop,(,FFTSetup,"__vDSP_Setup,",const,DSPSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA,",const,DSPSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft5_zopD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft5_zopD,(,FFTSetupD,"__vDSP_setup,",DSPDoubleSplitComplex,"*__vDSP_ioData,",vDSP_Stride,"__vDSP_K,",DSPDoubleSplitComplex,"*__vDSP_ioData2,",vDSP_Stride,"__vDSP_L,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_flag);,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft5_zopD,(,FFTSetupD,"__vDSP_Setup,",const,DSPDoubleSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA,",const,DSPDoubleSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zip(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zip,(,FFTSetup,"__vDSP_setup,",DSPSplitComplex,"*__vDSP_ioData,",vDSP_Stride,"__vDSP_stride,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_direction);,,,,,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zip,(,FFTSetup,"__vDSP_Setup,",const,DSPSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zipD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zipD,(,FFTSetupD,"__vDSP_setup,",DSPDoubleSplitComplex,"*__vDSP_ioData,",vDSP_Stride,"__vDSP_stride,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_direction);,,,,,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zipD,(,FFTSetupD,"__vDSP_Setup,",const,DSPDoubleSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zipt(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zipt,(,FFTSetup,"__vDSP_setup,",DSPSplitComplex,"*__vDSP_ioData,",vDSP_Stride,"__vDSP_stride,",DSPSplitComplex,"*__vDSP_bufferTemp,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_direction);,,,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zipt,(,FFTSetup,"__vDSP_Setup,",const,DSPSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",const,DSPSplitComplex,"*__vDSP_Buffer,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_ziptD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_ziptD,(,FFTSetupD,"__vDSP_setup,",DSPDoubleSplitComplex,"*__vDSP_ioData,",vDSP_Stride,"__vDSP_stride,",DSPDoubleSplitComplex,"*__vDSP_bufferTemp,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_direction);,,,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_ziptD,(,FFTSetupD,"__vDSP_Setup,",const,DSPDoubleSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",const,DSPDoubleSplitComplex,"*__vDSP_Buffer,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zop(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zop,(,FFTSetup,"__vDSP_setup,",DSPSplitComplex,"*__vDSP_signal,",vDSP_Stride,"__vDSP_signalStride,",DSPSplitComplex,"*__vDSP_result,",vDSP_Stride,"__vDSP_strideResult,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_direction);,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zop,(,FFTSetup,"__vDSP_Setup,",const,DSPSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA,",const,DSPSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zopD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zopD,(,FFTSetupD,"__vDSP_setup,",DSPDoubleSplitComplex,"*__vDSP_signal,",vDSP_Stride,"__vDSP_signalStride,",DSPDoubleSplitComplex,"*__vDSP_result,",vDSP_Stride,"__vDSP_strideResult,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_direction);,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zopD,(,FFTSetupD,"__vDSP_Setup,",const,DSPDoubleSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA,",const,DSPDoubleSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zopt(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zopt,(,FFTSetup,"__vDSP_setup,",DSPSplitComplex,"*__vDSP_signal,",vDSP_Stride,"__vDSP_signalStride,",DSPSplitComplex,"*__vDSP_result,",vDSP_Stride,"__vDSP_strideResult,",DSPSplitComplex,"*__vDSP_bufferTemp,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_direction);,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zopt,(,FFTSetup,"__vDSP_Setup,",const,DSPSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA,",const,DSPSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",const,DSPSplitComplex,"*__vDSP_Buffer,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zoptD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zoptD,(,FFTSetupD,"__vDSP_setup,",DSPDoubleSplitComplex,"*__vDSP_signal,",vDSP_Stride,"__vDSP_signalStride,",DSPDoubleSplitComplex,"*__vDSP_result,",vDSP_Stride,"__vDSP_strideResult,",DSPDoubleSplitComplex,"*__vDSP_bufferTemp,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_direction);,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zoptD,(,FFTSetupD,"__vDSP_Setup,",const,DSPDoubleSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA,",const,DSPDoubleSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",const,DSPDoubleSplitComplex,"*__vDSP_Buffer,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zrip(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zrip,(,FFTSetup,"__vDSP_setup,",DSPSplitComplex,"*__vDSP_ioData,",vDSP_Stride,"__vDSP_stride,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_direction);,,,,,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zrip,(,FFTSetup,"__vDSP_Setup,",const,DSPSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zripD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zripD,(,FFTSetupD,"__vDSP_setup,",DSPDoubleSplitComplex,"*__vDSP_ioData,",vDSP_Stride,"__vDSP_stride,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_flag);,,,,,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zripD,(,FFTSetupD,"__vDSP_Setup,",const,DSPDoubleSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zript(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zript,(,FFTSetup,"__vDSP_setup,",DSPSplitComplex,"*__vDSP_ioData,",vDSP_Stride,"__vDSP_stride,",DSPSplitComplex,"*__vDSP_bufferTemp,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_direction);,,,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zript,(,FFTSetup,"__vDSP_Setup,",const,DSPSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",const,DSPSplitComplex,"*__vDSP_Buffer,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zriptD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zriptD,(,FFTSetupD,"__vDSP_setup,",DSPDoubleSplitComplex,"*__vDSP_ioData,",vDSP_Stride,"__vDSP_stride,",DSPDoubleSplitComplex,"*__vDSP_bufferTemp,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_flag);,,,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zriptD,(,FFTSetupD,"__vDSP_Setup,",const,DSPDoubleSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",const,DSPDoubleSplitComplex,"*__vDSP_Buffer,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zrop(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zrop,(,FFTSetup,"__vDSP_setup,",DSPSplitComplex,"*__vDSP_signal,",vDSP_Stride,"__vDSP_signalStride,",DSPSplitComplex,"*__vDSP_result,",vDSP_Stride,"__vDSP_strideResult,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_direction);,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zrop,(,FFTSetup,"__vDSP_Setup,",const,DSPSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA,",const,DSPSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zropD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zropD,(,FFTSetupD,"__vDSP_setup,",DSPDoubleSplitComplex,"*__vDSP_signal,",vDSP_Stride,"__vDSP_signalStride,",DSPDoubleSplitComplex,"*__vDSP_result,",vDSP_Stride,"__vDSP_strideResult,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_flag);,,,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zropD,(,FFTSetupD,"__vDSP_Setup,",const,DSPDoubleSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA,",const,DSPDoubleSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zropt(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zropt,(,FFTSetup,"__vDSP_setup,",DSPSplitComplex,"*__vDSP_signal,",vDSP_Stride,"__vDSP_signalStride,",DSPSplitComplex,"*__vDSP_result,",vDSP_Stride,"__vDSP_strideResult,",DSPSplitComplex,"*__vDSP_bufferTemp,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_direction);,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zropt,(,FFTSetup,"__vDSP_Setup,",const,DSPSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA,",const,DSPSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",const,DSPSplitComplex,"*__vDSP_Buffer,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fft_zroptD(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,"From	void",,vDSP_fft_zroptD,(,FFTSetupD,"__vDSP_setup,",DSPDoubleSplitComplex,"*__vDSP_signal,",vDSP_Stride,"__vDSP_signalStride,",DSPDoubleSplitComplex,"*__vDSP_result,",vDSP_Stride,"__vDSP_strideResult,",DSPDoubleSplitComplex,"*__vDSP_bufferTemp,",vDSP_Length,"__vDSP_log2n,",FFTDirection,__vDSP_flag);,,,,,,,,,,
Accelerate,"To	void",,vDSP_fft_zroptD,(,FFTSetupD,"__vDSP_Setup,",const,DSPDoubleSplitComplex,"*__vDSP_A,",vDSP_Stride,"__vDSP_IA,",const,DSPDoubleSplitComplex,"*__vDSP_C,",vDSP_Stride,"__vDSP_IC,",const,DSPDoubleSplitComplex,"*__vDSP_Buffer,",vDSP_Length,"__vDSP_Log2N,",FFTDirection,__vDSP_Direction);,,,,,,,
Accelerate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Modified,,vDSP_fftm_zip(),,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerate,Declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
